Family_name;Number_of_sequences
CLU_029438_0_0; 894
CLU_029469_0_0; 323
CLU_029499_10_0; 1466
CLU_029499_1_1; 3348
CLU_029499_1_2; 8564
CLU_029499_14_1; 4634
CLU_029499_15_2; 11279
CLU_029499_2_1; 1589
CLU_029499_9_0; 8043
CLU_029601_1_1; 2624
CLU_029601_3_3; 2951
CLU_029617_0_0; 7
CLU_029675_0_0; 1908
CLU_029684_1_0; 1199
CLU_029688_1_0; 7685
CLU_029718_0_0; 219
CLU_029823_0_0; 19
CLU_029848_0_0; 11891
CLU_029940_0_0; 1486
CLU_029940_1_0; 346
CLU_029960_0_0; 2046
CLU_030006_3_1; 3963
CLU_030006_3_2; 5347
CLU_030006_3_5; 5411
CLU_030006_3_6; 2004
CLU_030006_9_0; 73
CLU_030006_9_1; 59
CLU_030006_9_3; 205
CLU_030024_3_2; 3306
CLU_030024_9_2; 1397
CLU_030087_0_0; 3572
CLU_030130_3_1; 4910
CLU_030130_3_7; 2404
CLU_030140_0_0; 6698
CLU_030140_0_2; 11456
CLU_030140_0_3; 3110
CLU_030167_1_0; 280
CLU_030167_2_1; 1309
CLU_030168_2_0; 74
CLU_030169_0_1; 2003
CLU_030172_0_0; 260
CLU_030174_1_0; 1946
CLU_030184_0_0; 3677
CLU_030226_1_0; 2015
CLU_030231_0_0; 7800
CLU_030247_1_0; 2420
CLU_030273_0_0; 242
CLU_030273_0_1; 1968
CLU_030273_1_0; 1150
CLU_030273_2_0; 537
CLU_030273_3_0; 555
CLU_030273_3_1; 1686
CLU_030273_3_2; 3236
CLU_030273_4_0; 1206
CLU_030273_4_1; 29
CLU_030273_4_3; 2305
CLU_030273_4_4; 928
CLU_030273_4_5; 1133
CLU_030273_6_1; 2339
CLU_030273_9_0; 3755
CLU_030313_0_1; 5254
CLU_030313_0_2; 4322
CLU_030403_1_0; 549
CLU_030508_1_0; 549
CLU_030508_1_2; 349
CLU_030555_3_2; 3704
CLU_030558_0_0; 2624
CLU_030558_0_1; 6612
CLU_030558_1_3; 455
CLU_030561_2_1; 1492
CLU_030561_3_0; 1341
CLU_030571_3_2; 599
CLU_030571_4_1; 3614
CLU_030571_5_2; 5230
CLU_030571_6_1; 1099
CLU_030571_7_0; 288
CLU_030571_7_1; 3776
CLU_030631_0_0; 421
CLU_030634_2_0; 86
CLU_030648_2_0; 173
CLU_030671_3_1; 823
CLU_030703_1_0; 1033
CLU_030703_1_1; 90
CLU_030708_0_2; 3552
CLU_030742_0_0; 265
CLU_030742_5_2; 216
CLU_030756_2_1; 1800
CLU_030805_1_1; 4492
CLU_030805_9_3; 5299
CLU_030894_2_1; 190
CLU_030894_6_0; 3804
CLU_030894_6_2; 448
CLU_030903_0_1; 8032
CLU_030949_0_1; 6352
CLU_030949_3_3; 961
CLU_030991_1_0; 3391
CLU_031025_4_1; 523
CLU_031026_0_0; 14782
CLU_031026_2_2; 4868
CLU_031026_2_3; 6804
CLU_031040_10_2; 5570
CLU_031040_10_3; 2946
CLU_031040_1_0; 721
CLU_031040_11_0; 63
CLU_031040_6_1; 42
CLU_031040_8_5; 10281
CLU_031076_0_1; 54
CLU_031144_0_0; 286
CLU_031223_0_1; 1589
CLU_031223_2_1; 10966
CLU_031248_1_0; 280
CLU_031248_2_0; 2932
CLU_031248_2_2; 7232
CLU_031285_10_0; 1093
CLU_031285_10_1; 2421
CLU_031285_10_5; 3550
CLU_031285_12_3; 1547
CLU_031285_12_4; 323
CLU_031285_15_0; 887
CLU_031285_15_1; 200
CLU_031285_17_0; 2464
CLU_031285_17_2; 4188
CLU_031285_17_3; 849
CLU_031285_2_3; 426
CLU_031285_3_0; 2516
CLU_031285_3_1; 3703
CLU_031285_5_0; 1132
CLU_031285_6_0; 156
CLU_031285_9_0; 758
CLU_031285_9_2; 546
CLU_031297_0_0; 236
CLU_031317_2_0; 6639
CLU_031317_3_1; 1275
CLU_031397_3_0; 3547
CLU_031397_6_0; 2677
CLU_031404_2_0; 677
CLU_031404_2_1; 1738
CLU_031404_4_2; 134
CLU_031404_5_0; 391
CLU_031450_2_0; 278
CLU_031450_3_0; 150
CLU_031450_3_1; 512
CLU_031468_0_0; 6024
CLU_031468_0_1; 2659
CLU_031468_4_1; 3287
CLU_031468_6_1; 1332
CLU_031506_0_1; 2934
CLU_031506_1_2; 2136
CLU_031506_4_0; 8973
CLU_031506_5_1; 280
CLU_031507_1_0; 1805
CLU_031507_1_1; 637
CLU_031507_4_0; 6093
CLU_031530_0_0; 104
CLU_031536_0_0; 1888
CLU_031536_2_0; 526
CLU_031618_1_3; 5810
CLU_031618_2_0; 1393
CLU_031618_3_0; 2365
CLU_031625_0_0; 7169
CLU_031625_0_1; 7909
CLU_031632_1_0; 823
CLU_031639_2_2; 227
CLU_031740_0_0; 54
CLU_031740_1_0; 241
CLU_031740_1_1; 260
CLU_031753_1_2; 74
CLU_031758_0_1; 3191
CLU_031784_1_0; 3063
CLU_031786_2_0; 5786
CLU_031812_1_0; 5964
CLU_031864_0_0; 1500
CLU_031864_5_0; 1151
CLU_031864_5_1; 11156
CLU_031864_5_3; 2099
CLU_031864_5_5; 5732
CLU_031922_1_0; 1775
CLU_031942_3_3; 366
CLU_031949_0_1; 207
CLU_031953_0_1; 4765
CLU_031953_0_3; 8334
CLU_031953_1_3; 19
CLU_031953_7_1; 6802
CLU_031955_0_0; 2546
CLU_031955_1_2; 332
CLU_031960_0_1; 186
CLU_031960_4_1; 319
CLU_031960_6_0; 3318
CLU_031960_6_2; 563
CLU_031960_9_2; 196
CLU_031965_1_0; 441
CLU_032013_0_1; 300
CLU_032013_1_0; 649
CLU_032013_1_1; 157
CLU_032013_2_1; 216
CLU_032044_1_0; 56
CLU_032087_0_3; 3590
CLU_032114_0_0; 1302
CLU_032118_0_0; 1456
CLU_032119_0_0; 12
CLU_032119_3_1; 5192
CLU_032162_3_0; 3811
CLU_032162_3_1; 7215
CLU_032263_2_2; 5081
CLU_032263_2_3; 910
CLU_032298_0_0; 15
CLU_032354_1_2; 9294
CLU_032354_4_1; 3021
CLU_032440_1_2; 4848
CLU_032465_0_0; 2193
CLU_032473_4_1; 2570
CLU_032482_2_2; 2693
CLU_032540_0_1; 5092
CLU_032540_1_0; 2740
CLU_032616_0_0; 3033
CLU_032616_0_1; 9171
CLU_032632_0_0; 1688
CLU_032690_0_0; 4846
CLU_032690_0_1; 1935
CLU_032719_0_0; 44
CLU_032784_4_1; 2345
CLU_032784_4_2; 8109
CLU_032799_0_0; 10
CLU_032858_0_0; 458
CLU_032859_0_1; 3216
CLU_032886_1_0; 7
CLU_032891_0_0; 3
CLU_032900_1_0; 50
CLU_032916_1_1; 1373
CLU_033057_1_0; 5613
CLU_033058_2_0; 3047
CLU_033058_3_1; 318
CLU_033058_3_2; 5466
CLU_033123_0_0; 8342
CLU_033139_2_3; 207
CLU_033148_0_0; 120
CLU_033160_0_0; 146
CLU_033160_1_0; 7
CLU_033160_2_0; 197
CLU_033160_3_1; 69
CLU_033172_1_2; 3579
CLU_033198_1_0; 3768
CLU_033215_0_1; 574
CLU_033227_0_0; 300
CLU_033227_1_0; 592
CLU_033319_0_1; 8268
CLU_033319_2_2; 669
CLU_033323_1_1; 5507
CLU_033323_13_1; 2008
CLU_033323_1_5; 4598
CLU_033323_8_2; 861
CLU_033323_8_4; 2607
CLU_033323_9_0; 8018
CLU_033326_1_0; 1846
CLU_033332_0_2; 2175
CLU_033332_0_3; 3080
CLU_033332_1_0; 873
CLU_033332_2_1; 995
CLU_033332_5_0; 750
CLU_033332_6_0; 1188
CLU_033332_6_1; 652
CLU_033332_7_1; 154
CLU_033332_7_2; 1668
CLU_033347_1_1; 6541
CLU_033347_1_2; 3531
CLU_033401_5_0; 1314
CLU_033401_5_5; 1823
CLU_033401_8_0; 198
CLU_033422_0_0; 4124
CLU_033449_0_2; 13328
CLU_033546_2_0; 6781
CLU_033546_4_0; 2357
CLU_033581_0_0; 283
CLU_033617_2_0; 3258
CLU_033697_1_0; 81
CLU_033716_0_0; 7001
CLU_033716_0_1; 2172
CLU_033716_0_2; 8537
CLU_033716_1_0; 956
CLU_033716_1_1; 4091
CLU_033716_1_2; 532
CLU_033732_1_0; 1405
CLU_033732_1_1; 287
CLU_033781_0_0; 97
CLU_033786_1_2; 190
CLU_033791_0_0; 214
CLU_033792_2_0; 200
CLU_033804_1_1; 2270
CLU_033807_1_0; 251
CLU_033821_0_1; 8560
CLU_033861_0_0; 11901
CLU_033861_0_1; 450
CLU_033886_1_0; 450
CLU_033893_0_0; 480
CLU_033975_0_0; 4869
CLU_033975_2_0; 1942
CLU_033975_2_1; 4151
CLU_033975_5_0; 4192
CLU_033980_0_0; 72
CLU_034004_1_1; 581
CLU_034045_2_1; 9768
CLU_034061_0_0; 588
CLU_034063_0_0; 64
CLU_034078_1_0; 226
CLU_034078_3_0; 3544
CLU_034078_3_1; 77
CLU_034078_3_3; 209
CLU_034079_1_0; 3629
CLU_034080_0_0; 175
CLU_034085_2_2; 738
CLU_034094_0_0; 2151
CLU_034178_1_1; 1093
CLU_034247_2_0; 2558
CLU_034285_0_0; 156
CLU_034285_1_0; 77
CLU_034315_2_1; 3247
CLU_034315_4_1; 1875
CLU_034346_1_0; 498
CLU_034346_1_1; 1481
CLU_034346_3_1; 1378
CLU_034370_1_0; 3041
CLU_034388_0_1; 2114
CLU_034388_2_2; 825
CLU_034446_2_1; 6864
CLU_034451_1_1; 38
CLU_034528_1_0; 2396
CLU_034535_0_0; 141
CLU_034543_0_0; 1664
CLU_034545_1_0; 24
CLU_034545_4_1; 5553
CLU_034547_0_2; 3708
CLU_034547_2_0; 7220
CLU_034585_2_2; 4565
CLU_034646_11_0; 2932
CLU_034646_11_4; 92
CLU_034646_1_2; 411
CLU_034646_6_0; 1498
CLU_034646_6_1; 1144
CLU_034646_6_2; 3278
CLU_034652_0_1; 118
CLU_034652_1_0; 674
CLU_034652_1_1; 373
CLU_034716_2_0; 8848
CLU_034788_1_1; 5097
CLU_034838_0_0; 27
CLU_034866_0_2; 4485
CLU_034921_0_0; 174
CLU_034992_0_0; 117
CLU_034992_0_2; 143
CLU_035008_0_0; 1959
CLU_035008_0_2; 4774
CLU_035008_1_0; 2379
CLU_035008_4_2; 554
CLU_035029_0_0; 90
CLU_035032_0_1; 3409
CLU_035032_2_1; 1910
CLU_035040_1_0; 1810
CLU_035063_3_0; 166
CLU_035114_0_0; 283
CLU_035117_0_0; 82
CLU_035117_0_1; 581
CLU_035117_1_0; 5520
CLU_035117_1_1; 5171
CLU_035117_1_2; 1851
CLU_035117_2_1; 466
CLU_035117_6_0; 3126
CLU_035168_1_3; 367
CLU_035188_1_0; 8503
CLU_035211_4_0; 171
CLU_035216_0_0; 29
CLU_035301_1_1; 2155
CLU_035304_0_0; 3219
CLU_035304_1_1; 6247
CLU_035339_1_0; 760
CLU_035339_1_1; 1205
CLU_035402_0_2; 1548
CLU_035402_1_0; 1092
CLU_035402_1_1; 1770
CLU_035412_0_2; 3970
CLU_035412_3_2; 230
CLU_035425_2_1; 826
CLU_035527_0_1; 1100
CLU_035605_1_0; 333
CLU_035696_0_0; 117
CLU_035704_0_0; 91
CLU_035704_1_0; 70
CLU_035707_0_0; 2677
CLU_035714_0_1; 372
CLU_035714_4_0; 6776
CLU_035731_0_0; 10582
CLU_035894_0_0; 16
CLU_035901_1_1; 2109
CLU_035981_0_0; 2440
CLU_035981_0_1; 928
CLU_035981_1_1; 45
CLU_035990_3_1; 361
CLU_035990_5_0; 127
CLU_035990_6_1; 1603
CLU_035990_6_4; 94
CLU_035992_0_0; 1693
CLU_036005_2_0; 2327
CLU_036005_2_1; 5182
CLU_036012_0_0; 557
CLU_036034_0_0; 574
CLU_036054_0_0; 2021
CLU_036074_3_1; 1262
CLU_036080_0_0; 123
CLU_036089_2_0; 6116
CLU_036110_0_0; 871
CLU_036110_2_0; 3494
CLU_036110_3_1; 2179
CLU_036138_5_0; 1767
CLU_036146_2_0; 3398
CLU_036176_0_0; 163
CLU_036176_0_1; 1374
CLU_036176_1_0; 414
CLU_036176_1_1; 1365
CLU_036176_1_3; 2729
CLU_036176_2_0; 262
CLU_036176_2_1; 98
CLU_036176_2_3; 233
CLU_036176_4_0; 2592
CLU_036176_4_1; 652
CLU_036176_6_0; 101
CLU_036183_0_0; 533
CLU_036185_0_0; 189
CLU_036192_0_0; 3080
CLU_036235_2_1; 12261
CLU_036293_0_0; 1662
CLU_036302_3_0; 8122
CLU_036368_1_1; 1632
CLU_036368_4_0; 2336
CLU_036368_4_3; 960
CLU_036377_1_0; 308
CLU_036517_0_0; 1892
CLU_036517_0_2; 390
CLU_036524_2_2; 4570
CLU_036524_3_0; 1799
CLU_036532_3_2; 3994
CLU_036584_1_0; 32
CLU_036584_1_1; 1088
CLU_036586_0_0; 34
CLU_036590_1_2; 7709
CLU_036590_7_1; 79
CLU_036590_7_2; 1838
CLU_036604_0_0; 498
CLU_036604_0_1; 6032
CLU_036604_0_2; 6608
CLU_036604_0_3; 4720
CLU_036604_0_4; 4725
CLU_036604_13_1; 7203
CLU_036645_1_0; 10528
CLU_036666_0_0; 4625
CLU_036672_1_1; 2114
CLU_036699_1_0; 1458
CLU_036699_2_0; 201
CLU_036729_1_0; 607
CLU_036729_2_0; 544
CLU_036819_0_0; 1878
CLU_036838_2_0; 6964
CLU_036856_0_1; 12093
CLU_036856_6_0; 9525
CLU_036876_1_1; 661
CLU_036876_2_0; 239
CLU_036876_6_1; 2958
CLU_036896_2_1; 1790
CLU_036896_3_0; 2750
CLU_036923_0_0; 2275
CLU_037017_0_0; 346
CLU_037162_0_1; 2860
CLU_037162_11_2; 1015
CLU_037162_12_0; 1466
CLU_037162_14_4; 571
CLU_037162_16_1; 883
CLU_037162_17_0; 663
CLU_037162_18_7; 199
CLU_037162_19_1; 5009
CLU_037162_19_2; 2763
CLU_037162_20_3; 294
CLU_037162_20_6; 250
CLU_037162_25_2; 4
CLU_037162_3_0; 943
CLU_037162_31_0; 1514
CLU_037162_3_1; 655
CLU_037162_3_3; 645
CLU_037162_6_1; 2369
CLU_037162_7_3; 601
CLU_037162_9_2; 225
CLU_037170_0_0; 183
CLU_037199_0_0; 125
CLU_037261_1_0; 3068
CLU_037263_0_1; 2283
CLU_037263_1_3; 304
CLU_037269_0_0; 85
CLU_037269_1_1; 2348
CLU_037297_0_0; 1840
CLU_037303_0_1; 5580
CLU_037303_1_0; 287
CLU_037315_0_0; 822
CLU_037401_0_0; 77
CLU_037404_2_0; 3043
CLU_037408_1_1; 4405
CLU_037408_2_2; 3523
CLU_037415_1_0; 91
CLU_037415_4_1; 549
CLU_037423_1_0; 4722
CLU_037423_3_0; 3183
CLU_037430_4_0; 1486
CLU_037483_0_0; 3615
CLU_037512_0_0; 145
CLU_037562_3_1; 4121
CLU_037562_3_2; 7722
CLU_037603_1_1; 123
CLU_037608_1_1; 198
CLU_037612_0_0; 1783
CLU_037612_0_1; 4403
CLU_037612_1_4; 5452
CLU_037612_2_0; 188
CLU_037612_6_3; 294
CLU_037628_0_1; 564
CLU_037628_12_0; 437
CLU_037628_13_0; 1906
CLU_037628_13_1; 822
CLU_037628_3_0; 3066
CLU_037628_3_1; 3255
CLU_037628_3_2; 8126
CLU_037628_3_3; 1622
CLU_037628_3_5; 754
CLU_037628_3_7; 1763
CLU_037628_3_9; 395
CLU_037628_4_0; 640
CLU_037628_6_0; 32327
CLU_037628_6_1; 16397
CLU_037628_6_2; 12681
CLU_037628_6_3; 5053
CLU_037628_6_4; 3674
CLU_037628_9_0; 1822
CLU_037682_0_0; 1525
CLU_037718_0_0; 444
CLU_037722_0_0; 95
CLU_037751_0_0; 1017
CLU_037751_2_0; 1823
CLU_037753_0_0; 24
CLU_037803_3_0; 4314
CLU_037850_1_0; 3272
CLU_037945_1_1; 4221
CLU_037945_8_2; 5142
CLU_037952_4_0; 5321
CLU_037990_10_0; 2530
CLU_037990_14_0; 101
CLU_037990_16_1; 206
CLU_037990_5_2; 3596
CLU_037990_5_3; 178
CLU_037990_8_0; 72
CLU_038009_1_0; 6175
CLU_038009_1_2; 2849
CLU_038034_0_0; 7516
CLU_038034_0_1; 6634
CLU_038034_0_2; 6012
CLU_038034_0_3; 75
CLU_038034_10_0; 2008
CLU_038034_1_1; 2244
CLU_038034_13_0; 416
CLU_038034_13_1; 1002
CLU_038034_13_3; 776
CLU_038034_2_3; 4215
CLU_038034_2_5; 6473
CLU_038034_3_1; 5090
CLU_038034_4_0; 1981
CLU_038034_5_0; 880
CLU_038034_6_0; 2125
CLU_038034_6_1; 246
CLU_038034_7_0; 311
CLU_038034_7_1; 149
CLU_038034_7_2; 1056
CLU_038044_0_0; 270
CLU_038115_1_0; 2397
CLU_038115_2_0; 5329
CLU_038123_0_0; 348
CLU_038142_1_0; 2764
CLU_038149_1_1; 2163
CLU_038149_2_1; 485
CLU_038149_4_2; 3733
CLU_038238_4_0; 97
CLU_038259_0_0; 41
CLU_038280_0_0; 370
CLU_038297_2_0; 352
CLU_038344_2_0; 2633
CLU_038355_0_1; 4564
CLU_038355_1_0; 5194
CLU_038355_1_1; 2002
CLU_038356_0_1; 3619
CLU_038362_0_1; 60
CLU_038371_0_0; 782
CLU_038371_6_0; 2823
CLU_038371_7_0; 2837
CLU_038395_1_0; 2750
CLU_038395_1_1; 3199
CLU_038395_1_3; 5353
CLU_038395_3_0; 4760
CLU_038422_2_0; 8821
CLU_038423_1_1; 3539
CLU_038423_1_2; 3862
CLU_038423_2_2; 1640
CLU_038505_1_1; 10112
CLU_038549_0_0; 33
CLU_038560_0_0; 1299
CLU_038561_0_1; 5438
CLU_038686_3_1; 4520
CLU_038686_3_3; 500
CLU_038716_2_0; 1791
CLU_038716_3_0; 4991
CLU_038716_3_1; 992
CLU_038720_1_0; 508
CLU_038732_1_0; 548
CLU_038732_1_1; 3529
CLU_038732_5_0; 769
CLU_038732_5_1; 5994
CLU_038782_0_0; 2978
CLU_038804_1_0; 294
CLU_038813_0_0; 2977
CLU_038813_0_1; 341
CLU_038813_1_1; 230
CLU_038813_1_3; 85
CLU_038813_2_0; 911
CLU_038816_6_0; 603
CLU_038878_0_1; 553
CLU_038911_0_0; 749
CLU_038921_0_0; 370
CLU_038930_3_0; 17
CLU_038936_0_0; 1601
CLU_039051_0_0; 74
CLU_039051_1_0; 55
CLU_039110_1_1; 450
CLU_039125_0_0; 2175
CLU_039125_1_0; 863
CLU_039228_7_0; 1199
CLU_039268_0_0; 6249
CLU_039268_0_1; 3577
CLU_039268_1_1; 1646
CLU_039268_1_2; 2771
CLU_039310_2_1; 350
CLU_039326_0_2; 1504
CLU_039329_1_1; 37
CLU_039329_2_0; 51
CLU_039329_5_0; 459
CLU_039329_5_1; 3271
CLU_039379_1_1; 6063
CLU_039395_0_0; 1594
CLU_039396_1_0; 71
CLU_039396_2_0; 494
CLU_039404_0_2; 3292
CLU_039404_3_0; 3717
CLU_039475_0_1; 320
CLU_039478_0_0; 3665
CLU_039478_0_2; 1451
CLU_039478_2_0; 4908
CLU_039478_6_2; 4396
CLU_039488_0_0; 1590
CLU_039488_1_2; 239
CLU_039488_2_0; 3704
CLU_039492_0_0; 1241
CLU_039494_0_0; 1347
CLU_039495_0_0; 334
CLU_039592_1_0; 871
CLU_039592_3_0; 170
CLU_039592_3_1; 7225
CLU_039592_4_0; 2282
CLU_039592_4_1; 3074
CLU_039592_4_2; 1590
CLU_039613_16_2; 23207
CLU_039613_16_3; 6906
CLU_039613_37_0; 8649
CLU_039613_39_0; 8342
CLU_039613_39_3; 1970
CLU_039613_6_0; 23571
CLU_039613_6_1; 24511
CLU_039613_6_2; 31624
CLU_039613_6_4; 19051
CLU_039619_0_0; 255
CLU_039622_0_1; 2254
CLU_039622_0_3; 2581
CLU_039677_1_1; 2005
CLU_039720_0_0; 1127
CLU_039720_0_1; 1725
CLU_039720_1_0; 5001
CLU_039745_2_0; 324
CLU_039811_1_0; 74
CLU_039811_2_2; 931
CLU_039811_3_1; 195
CLU_039834_0_1; 183
CLU_039834_3_0; 406
CLU_039848_4_2; 54
CLU_039977_2_2; 2268
CLU_040017_0_0; 79
CLU_040029_0_0; 139
CLU_040088_0_0; 1863
CLU_040088_0_1; 12601
CLU_040132_0_0; 5254
CLU_040168_0_0; 426
CLU_040168_1_0; 3348
CLU_040168_2_0; 964
CLU_040267_0_1; 5997
CLU_040288_4_0; 2236
CLU_040293_0_0; 3645
CLU_040318_1_2; 8072
CLU_040369_0_0; 4667
CLU_040400_0_1; 1862
CLU_040403_1_0; 101
CLU_040416_1_0; 2825
CLU_040416_2_1; 3033
CLU_040424_0_0; 1576
CLU_040452_0_0; 1080
CLU_040452_1_0; 1719
CLU_040452_2_0; 159
CLU_040452_3_1; 2489
CLU_040452_4_0; 1262
CLU_040460_5_0; 153
CLU_040465_0_1; 806
CLU_040469_3_2; 5647
CLU_040524_0_1; 2007
CLU_040524_1_0; 1919
CLU_040536_0_0; 20
CLU_040551_0_2; 612
CLU_040626_1_0; 60
CLU_040681_13_1; 6455
CLU_040681_3_2; 2883
CLU_040681_5_1; 122
CLU_040681_6_0; 794
CLU_040681_9_1; 478
CLU_040727_2_0; 2794
CLU_040795_0_0; 201
CLU_040923_3_1; 292
CLU_040933_0_0; 4031
CLU_040940_5_2; 2661
CLU_041013_1_2; 3429
CLU_041013_1_3; 1767
CLU_041016_2_1; 1299
CLU_041018_0_2; 581
CLU_041018_1_0; 3073
CLU_041115_1_1; 700
CLU_041139_0_0; 84
CLU_041211_0_1; 1021
CLU_041220_0_1; 4215
CLU_041220_0_2; 384
CLU_041243_0_0; 4678
CLU_041243_1_1; 2209
CLU_041401_2_1; 264
CLU_041558_0_0; 243
CLU_041558_1_0; 3021
CLU_041575_5_1; 569
CLU_041575_5_2; 9473
CLU_041643_0_0; 123
CLU_041643_2_1; 265
CLU_041646_0_0; 20
CLU_041647_0_0; 1927
CLU_041660_0_0; 54
CLU_041674_0_0; 3862
CLU_041674_1_0; 10820
CLU_041790_0_0; 1029
CLU_041799_2_1; 501
CLU_041799_2_2; 958
CLU_041802_1_1; 12405
CLU_041805_2_0; 76
CLU_042017_0_0; 538
CLU_042020_1_1; 1479
CLU_042037_2_0; 1530
CLU_042042_0_0; 2364
CLU_042042_3_0; 998
CLU_042088_2_1; 677
CLU_042088_3_1; 3549
CLU_042088_3_2; 475
CLU_042118_0_0; 3352
CLU_042246_0_0; 25
CLU_042253_0_0; 1149
CLU_042253_1_0; 297
CLU_042258_0_0; 6278
CLU_042258_1_0; 840
CLU_042260_0_0; 21
CLU_042266_1_0; 2916
CLU_042281_0_0; 36
CLU_042344_0_1; 5496
CLU_042344_3_1; 4233
CLU_042358_0_0; 667
CLU_042378_2_0; 2299
CLU_042378_2_1; 3046
CLU_042387_0_1; 1976
CLU_042387_3_0; 2113
CLU_042405_1_0; 1914
CLU_042432_5_0; 3007
CLU_042505_1_1; 2560
CLU_042506_0_0; 60
CLU_042506_1_0; 39
CLU_042506_2_0; 55
CLU_042529_1_0; 721
CLU_042529_11_0; 825
CLU_042529_11_1; 2651
CLU_042529_11_2; 1950
CLU_042529_11_4; 1447
CLU_042529_1_1; 198
CLU_042529_12_0; 4902
CLU_042529_12_2; 4825
CLU_042529_13_0; 1604
CLU_042529_14_1; 10359
CLU_042529_1_4; 165
CLU_042529_19_0; 396
CLU_042529_19_1; 2746
CLU_042529_21_3; 10000
CLU_042538_4_0; 62
CLU_042538_4_1; 38
CLU_042538_4_2; 97
CLU_042555_0_0; 655
CLU_042582_1_0; 2845
CLU_042628_4_0; 1912
CLU_042628_5_0; 18
CLU_042631_0_0; 31
CLU_042663_1_1; 4699
CLU_042669_0_0; 22
CLU_042710_1_0; 15
CLU_042785_0_0; 296
CLU_042787_0_0; 165
CLU_042800_2_5; 231
CLU_042829_3_1; 1581
CLU_042829_3_2; 53
CLU_042892_1_0; 127
CLU_042923_7_1; 485
CLU_042930_0_2; 98
CLU_043017_0_0; 246
CLU_043022_0_0; 2574
CLU_043026_0_0; 5699
CLU_043144_2_0; 2655
CLU_043144_2_2; 1346
CLU_043144_3_2; 356
CLU_043374_0_3; 3884
CLU_043374_1_2; 229
CLU_043374_5_2; 9334
CLU_043473_1_0; 2113
CLU_043473_1_1; 7011
CLU_043473_2_1; 456
CLU_043496_1_0; 161
CLU_043508_1_1; 2497
CLU_043538_0_0; 289
CLU_043688_0_0; 1386
CLU_043725_2_2; 2891
CLU_043743_0_0; 395
CLU_043780_0_0; 2276
CLU_043846_1_2; 2740
CLU_043846_2_0; 4086
CLU_043846_3_1; 12432
CLU_043846_3_2; 4376
CLU_043846_3_3; 1728
CLU_043932_0_0; 1686
CLU_043960_4_0; 5381
CLU_043960_4_2; 110
CLU_043966_3_0; 333
CLU_043966_4_2; 645
CLU_043966_4_3; 1044
CLU_043966_5_1; 6972
CLU_043966_5_2; 3047
CLU_044039_0_0; 177
CLU_044041_0_1; 5064
CLU_044063_0_0; 2099
CLU_044063_0_1; 188
CLU_044063_2_1; 3078
CLU_044063_3_0; 829
CLU_044063_4_0; 1005
CLU_044063_4_1; 4685
CLU_044063_4_3; 587
CLU_044063_4_4; 2768
CLU_044071_3_0; 3073
CLU_044078_0_0; 109
CLU_044089_1_0; 923
CLU_044089_3_0; 2142
CLU_044118_0_4; 3475
CLU_044118_3_0; 3517
CLU_044118_4_1; 535
CLU_044118_6_2; 7994
CLU_044142_4_1; 11573
CLU_044146_0_1; 6066
CLU_044146_5_0; 7641
CLU_044146_5_2; 3923
CLU_044146_7_0; 2999
CLU_044175_0_0; 14
CLU_044178_0_0; 382
CLU_044178_2_0; 2311
CLU_044237_1_0; 4836
CLU_044237_2_0; 271
CLU_044308_0_0; 2384
CLU_044308_3_0; 6832
CLU_044315_2_2; 357
CLU_044315_4_0; 1951
CLU_044403_0_0; 2726
CLU_044403_1_0; 2483
CLU_044414_1_0; 1639
CLU_044442_0_0; 106
CLU_044465_0_0; 446
CLU_044465_1_0; 2657
CLU_044538_2_1; 1117
CLU_044538_3_0; 1564
CLU_044578_0_0; 18
CLU_044583_0_0; 1999
CLU_044590_3_0; 579
CLU_044590_4_3; 1773
CLU_044684_0_0; 58
CLU_044689_0_0; 211
CLU_044694_0_2; 1967
CLU_044754_1_0; 3461
CLU_044779_2_0; 1655
CLU_044779_4_0; 3104
CLU_044779_4_1; 753
CLU_044792_0_0; 173
CLU_044815_1_3; 919
CLU_044824_1_0; 1046
CLU_044838_0_2; 3594
CLU_044838_3_2; 3528
CLU_044838_3_3; 5033
CLU_044848_1_1; 1836
CLU_044864_0_1; 1121
CLU_044864_0_2; 264
CLU_044864_2_1; 2198
CLU_044973_5_1; 462
CLU_044973_6_2; 382
CLU_045000_5_0; 403
CLU_045003_2_0; 201
CLU_045011_11_3; 443
CLU_045011_13_1; 3030
CLU_045011_13_2; 3745
CLU_045011_13_3; 11562
CLU_045011_13_4; 3222
CLU_045011_18_0; 158
CLU_045011_19_1; 5574
CLU_045011_19_3; 5312
CLU_045011_19_4; 3943
CLU_045011_3_0; 524
CLU_045011_3_1; 720
CLU_045011_6_0; 93
CLU_045011_8_1; 8507
CLU_045011_8_2; 2506
CLU_045011_9_5; 2134
CLU_045108_1_0; 119
CLU_045192_1_2; 3675
CLU_045192_1_3; 497
CLU_045206_0_1; 549
CLU_045206_1_0; 4133
CLU_045206_1_1; 977
CLU_045361_1_0; 281
CLU_045361_2_1; 4135
CLU_045401_1_1; 9934
CLU_045401_2_0; 161
CLU_045401_2_1; 1565
CLU_045466_2_0; 1473
CLU_045506_4_1; 30
CLU_045518_1_2; 4441
CLU_045520_0_0; 2873
CLU_045523_1_0; 114
CLU_045532_1_0; 10254
CLU_045532_1_1; 1983
CLU_045647_5_1; 2018
CLU_045647_5_3; 5431
